date,state,blood_type,donations
2018-06-21,Perak,all,96
2018-06-22,Perak,all,44
2018-06-23,Perak,all,120
2018-06-24,Perak,all,213
2018-06-25,Perak,all,74
2018-06-26,Perak,all,101
2018-06-27,Perak,all,201
2018-06-28,Perak,all,136
2018-06-29,Perak,all,47
2018-06-30,Perak,all,23
2018-07-01,Perak,all,146
2018-07-02,Perak,all,110
2018-07-03,Perak,all,195
2018-07-04,Perak,all,208
2018-07-05,Perak,all,111
2018-07-06,Perak,all,93
2018-07-07,Perak,all,80
2018-07-08,Perak,all,131
2018-07-09,Perak,all,70
2018-07-10,Perak,all,132
2018-07-11,Perak,all,65
2018-07-12,Perak,all,24
2018-07-13,Perak,all,54
2018-07-14,Perak,all,184
2018-07-15,Perak,all,482
2018-07-16,Perak,all,165
2018-07-17,Perak,all,118
2018-07-18,Perak,all,157
2018-07-19,Perak,all,157
2018-07-20,Perak,all,101
2018-07-21,Perak,all,174
2018-07-22,Perak,all,243
2018-07-23,Perak,all,308
2018-07-24,Perak,all,60
2018-07-25,Perak,all,156
2018-07-26,Perak,all,383
2018-07-27,Perak,all,86
2018-07-28,Perak,all,34
2018-07-29,Perak,all,275
2018-07-30,Perak,all,154
2018-07-31,Perak,all,151
2018-08-01,Perak,all,170
2018-08-02,Perak,all,146
2018-08-03,Perak,all,44
2018-08-04,Perak,all,45
2018-08-05,Perak,all,169
2018-08-06,Perak,all,119
2018-08-07,Perak,all,119
2018-08-08,Perak,all,86
2018-08-09,Perak,all,123
2018-08-10,Perak,all,22
2018-08-11,Perak,all,430
2018-08-12,Perak,all,454
2018-08-13,Perak,all,16
2018-08-14,Perak,all,77
2018-08-15,Perak,all,113
2018-08-16,Perak,all,62
2018-08-17,Perak,all,7
2018-08-18,Perak,all,326
2018-08-19,Perak,all,426
2018-08-20,Perak,all,116
2018-08-21,Perak,all,15
2018-08-22,Perak,all,0
2018-08-23,Perak,all,49
2018-08-24,Perak,all,38
2018-08-25,Perak,all,119
2018-08-26,Perak,all,202
2018-08-27,Perak,all,11
2018-08-28,Perak,all,118
2018-08-29,Perak,all,128
2018-08-30,Perak,all,78
2018-08-31,Perak,all,485
2018-09-01,Perak,all,35
2018-09-02,Perak,all,86
2018-09-03,Perak,all,38
2018-09-04,Perak,all,85
2018-09-05,Perak,all,85
2018-09-06,Perak,all,93
2018-09-07,Perak,all,18
2018-09-08,Perak,all,64
2018-09-09,Perak,all,235
2018-09-10,Perak,all,66
2018-09-11,Perak,all,177
2018-09-12,Perak,all,39
2018-09-13,Perak,all,52
2018-09-14,Perak,all,60
2018-09-15,Perak,all,62
2018-09-16,Perak,all,187
2018-09-17,Perak,all,115
2018-09-18,Perak,all,43
2018-09-19,Perak,all,186
2018-09-20,Perak,all,62
2018-09-21,Perak,all,116
2018-09-22,Perak,all,45
2018-09-23,Perak,all,96
2018-09-24,Perak,all,185
2018-09-25,Perak,all,27
2018-09-26,Perak,all,139
2018-09-27,Perak,all,147
2018-09-28,Perak,all,22
2018-09-29,Perak,all,113
2018-09-30,Perak,all,154
2018-10-01,Perak,all,35
2018-10-02,Perak,all,147
2018-10-03,Perak,all,128
2018-10-04,Perak,all,79
2018-10-05,Perak,all,83
2018-10-06,Perak,all,150
2018-10-07,Perak,all,84
2018-10-08,Perak,all,88
2018-10-09,Perak,all,74
2018-10-10,Perak,all,140
2018-10-11,Perak,all,23
2018-10-12,Perak,all,34
2018-10-13,Perak,all,172
2018-10-14,Perak,all,100
2018-10-15,Perak,all,9
2018-10-16,Perak,all,91
2018-10-17,Perak,all,115
2018-10-18,Perak,all,176
2018-10-19,Perak,all,39
2018-10-20,Perak,all,58
2018-10-21,Perak,all,88
2018-10-22,Perak,all,215
2018-10-23,Perak,all,273
2018-10-24,Perak,all,276
2018-10-25,Perak,all,284
2018-10-26,Perak,all,292
2018-10-27,Perak,all,100
2018-10-28,Perak,all,265
2018-10-29,Perak,all,0
2018-10-30,Perak,all,203
2018-10-31,Perak,all,145
2018-11-01,Perak,all,151
2018-11-02,Perak,all,103
2018-11-03,Perak,all,88
2018-11-04,Perak,all,132
2018-11-05,Perak,all,76
2018-11-06,Perak,all,116
2018-11-07,Perak,all,59
2018-11-08,Perak,all,41
2018-11-09,Perak,all,36
2018-11-10,Perak,all,150
2018-11-11,Perak,all,264
2018-11-12,Perak,all,17
2018-11-13,Perak,all,85
2018-11-14,Perak,all,108
2018-11-15,Perak,all,150
2018-11-16,Perak,all,56
2018-11-17,Perak,all,131
2018-11-18,Perak,all,598
2018-11-19,Perak,all,84
2018-11-20,Perak,all,43
2018-11-21,Perak,all,44
2018-11-22,Perak,all,161
2018-11-23,Perak,all,77
2018-11-24,Perak,all,172
2018-11-25,Perak,all,192
2018-11-26,Perak,all,128
2018-11-27,Perak,all,57
2018-11-28,Perak,all,110
2018-11-29,Perak,all,65
2018-11-30,Perak,all,85
2018-12-01,Perak,all,191
2018-12-02,Perak,all,242
2018-12-03,Perak,all,114
2018-12-04,Perak,all,192
2018-12-05,Perak,all,139
2018-12-06,Perak,all,185
2018-12-07,Perak,all,12
2018-12-08,Perak,all,93
2018-12-09,Perak,all,105
2018-12-10,Perak,all,46
2018-12-11,Perak,all,116
2018-12-12,Perak,all,114
2018-12-13,Perak,all,90
2018-12-14,Perak,all,131
2018-12-15,Perak,all,117
2018-12-16,Perak,all,151
2018-12-17,Perak,all,50
2018-12-18,Perak,all,82
2018-12-19,Perak,all,50
2018-12-20,Perak,all,87
2018-12-21,Perak,all,66
2018-12-22,Perak,all,95
2018-12-23,Perak,all,225
2018-12-24,Perak,all,127
2018-12-25,Perak,all,158
2018-12-26,Perak,all,49
2018-12-27,Perak,all,51
2018-12-28,Perak,all,64
2018-12-29,Perak,all,136
2018-12-30,Perak,all,120
2018-12-31,Perak,all,54
2019-01-01,Perak,all,109
2019-01-02,Perak,all,12
2019-01-03,Perak,all,98
2019-01-04,Perak,all,32
2019-01-05,Perak,all,107
2019-01-06,Perak,all,164
2019-01-07,Perak,all,45
2019-01-08,Perak,all,135
2019-01-09,Perak,all,123
2019-01-10,Perak,all,130
2019-01-11,Perak,all,105
2019-01-12,Perak,all,130
2019-01-13,Perak,all,146
2019-01-14,Perak,all,61
2019-01-15,Perak,all,160
2019-01-16,Perak,all,388
2019-01-17,Perak,all,95
2019-01-18,Perak,all,200
2019-01-19,Perak,all,144
2019-01-20,Perak,all,292
2019-01-21,Perak,all,162
2019-01-22,Perak,all,81
2019-01-23,Perak,all,144
2019-01-24,Perak,all,147
2019-01-25,Perak,all,62
2019-01-26,Perak,all,118
2019-01-27,Perak,all,66
2019-01-28,Perak,all,290
2019-01-29,Perak,all,347
2019-01-30,Perak,all,337
2019-01-31,Perak,all,315
2019-02-01,Perak,all,43
2019-02-02,Perak,all,65
2019-02-03,Perak,all,128
2019-02-04,Perak,all,51
2019-02-05,Perak,all,98
2019-02-06,Perak,all,201
2019-02-07,Perak,all,50
2019-02-08,Perak,all,56
2019-02-09,Perak,all,116
2019-02-10,Perak,all,161
2019-02-11,Perak,all,34
2019-02-12,Perak,all,105
2019-02-13,Perak,all,236
2019-02-14,Perak,all,181
2019-02-15,Perak,all,76
2019-02-16,Perak,all,150
2019-02-17,Perak,all,90
2019-02-18,Perak,all,48
2019-02-19,Perak,all,31
2019-02-20,Perak,all,247
2019-02-21,Perak,all,158
2019-02-22,Perak,all,55
2019-02-23,Perak,all,86
2019-02-24,Perak,all,168
2019-02-25,Perak,all,63
2019-02-26,Perak,all,201
2019-02-27,Perak,all,177
2019-02-28,Perak,all,18
2019-03-01,Perak,all,32
2019-03-02,Perak,all,57
2019-03-03,Perak,all,256
2019-03-04,Perak,all,28
2019-03-05,Perak,all,129
2019-03-06,Perak,all,120
2019-03-07,Perak,all,76
2019-03-08,Perak,all,28
2019-03-09,Perak,all,50
2019-03-10,Perak,all,453
2019-03-11,Perak,all,123
2019-03-12,Perak,all,103
2019-03-13,Perak,all,151
2019-03-14,Perak,all,78
2019-03-15,Perak,all,52
2019-03-16,Perak,all,127
2019-03-17,Perak,all,121
2019-03-18,Perak,all,169
2019-03-19,Perak,all,158
2019-03-20,Perak,all,83
2019-03-21,Perak,all,99
2019-03-22,Perak,all,78
2019-03-23,Perak,all,98
2019-03-24,Perak,all,148
2019-03-25,Perak,all,94
2019-03-26,Perak,all,71
2019-03-27,Perak,all,159
2019-03-28,Perak,all,86
2019-03-29,Perak,all,100
2019-03-30,Perak,all,160
2019-03-31,Perak,all,125
2019-04-01,Perak,all,17
2019-04-02,Perak,all,41
2019-04-03,Perak,all,67
2019-04-04,Perak,all,31
2019-04-05,Perak,all,62
2019-04-06,Perak,all,90
2019-04-07,Perak,all,164
2019-04-08,Perak,all,72
2019-04-09,Perak,all,237
2019-04-10,Perak,all,65
2019-04-11,Perak,all,180
2019-04-12,Perak,all,64
2019-04-13,Perak,all,73
2019-04-14,Perak,all,301
2019-04-15,Perak,all,108
2019-04-16,Perak,all,126
2019-04-17,Perak,all,96
2019-04-18,Perak,all,97
2019-04-19,Perak,all,36
2019-04-20,Perak,all,97
2019-04-21,Perak,all,292
2019-04-22,Perak,all,58
2019-04-23,Perak,all,74
2019-04-24,Perak,all,121
2019-04-25,Perak,all,50
2019-04-26,Perak,all,13
2019-04-27,Perak,all,106
2019-04-28,Perak,all,214
2019-04-29,Perak,all,97
2019-04-30,Perak,all,18
2019-05-01,Perak,all,147
2019-05-02,Perak,all,85
2019-05-03,Perak,all,59
2019-05-04,Perak,all,68
2019-05-05,Perak,all,115
2019-05-06,Perak,all,10
2019-05-07,Perak,all,46
2019-05-08,Perak,all,52
2019-05-09,Perak,all,61
2019-05-10,Perak,all,13
2019-05-11,Perak,all,75
2019-05-12,Perak,all,197
2019-05-13,Perak,all,20
2019-05-14,Perak,all,40
2019-05-15,Perak,all,27
2019-05-16,Perak,all,47
2019-05-17,Perak,all,14
2019-05-18,Perak,all,42
2019-05-19,Perak,all,190
2019-05-20,Perak,all,25
2019-05-21,Perak,all,30
2019-05-22,Perak,all,19
2019-05-23,Perak,all,135
2019-05-24,Perak,all,16
2019-05-25,Perak,all,61
2019-05-26,Perak,all,169
2019-05-27,Perak,all,26
2019-05-28,Perak,all,36
2019-05-29,Perak,all,15
2019-05-30,Perak,all,42
2019-05-31,Perak,all,7
2019-06-01,Perak,all,103
2019-06-02,Perak,all,154
2019-06-03,Perak,all,36
2019-06-04,Perak,all,24
2019-06-05,Perak,all,0
2019-06-06,Perak,all,0
2019-06-07,Perak,all,32
2019-06-08,Perak,all,74
2019-06-09,Perak,all,37
2019-06-10,Perak,all,31
2019-06-11,Perak,all,250
2019-06-12,Perak,all,343
2019-06-13,Perak,all,278
2019-06-14,Perak,all,349
2019-06-15,Perak,all,30
2019-06-16,Perak,all,135
2019-06-17,Perak,all,34
2019-06-18,Perak,all,114
2019-06-19,Perak,all,122
2019-06-20,Perak,all,74
2019-06-21,Perak,all,19
2019-06-22,Perak,all,117
2019-06-23,Perak,all,203
2019-06-24,Perak,all,28
2019-06-25,Perak,all,28
2019-06-26,Perak,all,113
2019-06-27,Perak,all,27
2019-06-28,Perak,all,25
2019-06-29,Perak,all,91
2019-06-30,Perak,all,91
2019-07-01,Perak,all,64
2019-07-02,Perak,all,11
2019-07-03,Perak,all,178
2019-07-04,Perak,all,22
2019-07-05,Perak,all,72
2019-07-06,Perak,all,173
2019-07-07,Perak,all,233
2019-07-08,Perak,all,79
2019-07-09,Perak,all,20
2019-07-10,Perak,all,254
2019-07-11,Perak,all,93
2019-07-12,Perak,all,154
2019-07-13,Perak,all,106
2019-07-14,Perak,all,197
2019-07-15,Perak,all,68
2019-07-16,Perak,all,184
2019-07-17,Perak,all,104
2019-07-18,Perak,all,175
2019-07-19,Perak,all,94
2019-07-20,Perak,all,153
2019-07-21,Perak,all,346
2019-07-22,Perak,all,161
2019-07-23,Perak,all,173
2019-07-24,Perak,all,203
2019-07-25,Perak,all,187
2019-07-26,Perak,all,33
2019-07-27,Perak,all,121
2019-07-28,Perak,all,625
2019-07-29,Perak,all,66
2019-07-30,Perak,all,183
2019-07-31,Perak,all,27
2019-08-01,Perak,all,252
2019-08-02,Perak,all,34
2019-08-03,Perak,all,231
2019-08-04,Perak,all,130
2019-08-05,Perak,all,72
2019-08-06,Perak,all,68
2019-08-07,Perak,all,216
2019-08-08,Perak,all,70
2019-08-09,Perak,all,97
2019-08-10,Perak,all,63
2019-08-11,Perak,all,0
2019-08-12,Perak,all,72
2019-08-13,Perak,all,23
2019-08-14,Perak,all,86
2019-08-15,Perak,all,270
2019-08-16,Perak,all,73
2019-08-17,Perak,all,86
2019-08-18,Perak,all,220
2019-08-19,Perak,all,31
2019-08-20,Perak,all,63
2019-08-21,Perak,all,50
2019-08-22,Perak,all,87
2019-08-23,Perak,all,100
2019-08-24,Perak,all,385
2019-08-25,Perak,all,581
2019-08-26,Perak,all,26
2019-08-27,Perak,all,84
2019-08-28,Perak,all,84
2019-08-29,Perak,all,106
2019-08-30,Perak,all,28
2019-08-31,Perak,all,370
2019-09-01,Perak,all,247
2019-09-02,Perak,all,57
2019-09-03,Perak,all,24
2019-09-04,Perak,all,130
2019-09-05,Perak,all,91
2019-09-06,Perak,all,36
2019-09-07,Perak,all,58
2019-09-08,Perak,all,120
2019-09-09,Perak,all,114
2019-09-10,Perak,all,30
2019-09-11,Perak,all,176
2019-09-12,Perak,all,119
2019-09-13,Perak,all,31
2019-09-14,Perak,all,52
2019-09-15,Perak,all,113
2019-09-16,Perak,all,168
2019-09-17,Perak,all,39
2019-09-18,Perak,all,37
2019-09-19,Perak,all,241
2019-09-20,Perak,all,58
2019-09-21,Perak,all,100
2019-09-22,Perak,all,285
2019-09-23,Perak,all,143
2019-09-24,Perak,all,88
2019-09-25,Perak,all,29
2019-09-26,Perak,all,92
2019-09-27,Perak,all,92
2019-09-28,Perak,all,102
2019-09-29,Perak,all,216
2019-09-30,Perak,all,33
2019-10-01,Perak,all,28
2019-10-02,Perak,all,127
2019-10-03,Perak,all,207
2019-10-04,Perak,all,42
2019-10-05,Perak,all,152
2019-10-06,Perak,all,200
2019-10-07,Perak,all,22
2019-10-08,Perak,all,61
2019-10-09,Perak,all,28
2019-10-10,Perak,all,132
2019-10-11,Perak,all,48
2019-10-12,Perak,all,130
2019-10-13,Perak,all,139
2019-10-14,Perak,all,30
2019-10-15,Perak,all,56
2019-10-16,Perak,all,69
2019-10-17,Perak,all,200
2019-10-18,Perak,all,43
2019-10-19,Perak,all,125
2019-10-20,Perak,all,164
2019-10-21,Perak,all,162
2019-10-22,Perak,all,181
2019-10-23,Perak,all,251
2019-10-24,Perak,all,226
2019-10-25,Perak,all,263
2019-10-26,Perak,all,28
2019-10-27,Perak,all,127
2019-10-28,Perak,all,64
2019-10-29,Perak,all,99
2019-10-30,Perak,all,42
2019-10-31,Perak,all,92
2019-11-01,Perak,all,90
2019-11-02,Perak,all,86
2019-11-03,Perak,all,130
2019-11-04,Perak,all,63
2019-11-05,Perak,all,93
2019-11-06,Perak,all,180
2019-11-07,Perak,all,81
2019-11-08,Perak,all,40
2019-11-09,Perak,all,107
2019-11-10,Perak,all,399
2019-11-11,Perak,all,31
2019-11-12,Perak,all,55
2019-11-13,Perak,all,80
2019-11-14,Perak,all,176
2019-11-15,Perak,all,26
2019-11-16,Perak,all,25
2019-11-17,Perak,all,308
2019-11-18,Perak,all,26
2019-11-19,Perak,all,68
2019-11-20,Perak,all,107
2019-11-21,Perak,all,146
2019-11-22,Perak,all,43
2019-11-23,Perak,all,183
2019-11-24,Perak,all,160
2019-11-25,Perak,all,54
2019-11-26,Perak,all,102
2019-11-27,Perak,all,67
2019-11-28,Perak,all,32
2019-11-29,Perak,all,82
2019-11-30,Perak,all,141
2019-12-01,Perak,all,197
2019-12-02,Perak,all,63
2019-12-03,Perak,all,121
2019-12-04,Perak,all,114
2019-12-05,Perak,all,56
2019-12-06,Perak,all,27
2019-12-07,Perak,all,166
2019-12-08,Perak,all,75
2019-12-09,Perak,all,25
2019-12-10,Perak,all,97
2019-12-11,Perak,all,201
2019-12-12,Perak,all,176
2019-12-13,Perak,all,138
2019-12-14,Perak,all,92
2019-12-15,Perak,all,245
2019-12-16,Perak,all,96
2019-12-17,Perak,all,125
2019-12-18,Perak,all,114
2019-12-19,Perak,all,64
2019-12-20,Perak,all,36
2019-12-21,Perak,all,50
2019-12-22,Perak,all,140
2019-12-23,Perak,all,37
2019-12-24,Perak,all,68
2019-12-25,Perak,all,182
2019-12-26,Perak,all,65
2019-12-27,Perak,all,69
2019-12-28,Perak,all,89
2019-12-29,Perak,all,137
2019-12-30,Perak,all,66
2019-12-31,Perak,all,76
2020-01-01,Perak,all,155
2020-01-02,Perak,all,52
2020-01-03,Perak,all,48
2020-01-04,Perak,all,130
2020-01-05,Perak,all,193
2020-01-06,Perak,all,37
2020-01-07,Perak,all,28
2020-01-08,Perak,all,74
2020-01-09,Perak,all,44
2020-01-10,Perak,all,22
2020-01-11,Perak,all,70
2020-01-12,Perak,all,240
2020-01-13,Perak,all,34
2020-01-14,Perak,all,84
2020-01-15,Perak,all,109
2020-01-16,Perak,all,136
2020-01-17,Perak,all,48
2020-01-18,Perak,all,175
2020-01-19,Perak,all,151
2020-01-20,Perak,all,256
2020-01-21,Perak,all,338
2020-01-22,Perak,all,311
2020-01-23,Perak,all,66
2020-01-24,Perak,all,57
2020-01-25,Perak,all,87
2020-01-26,Perak,all,138
2020-01-27,Perak,all,77
2020-01-28,Perak,all,52
2020-01-29,Perak,all,142
2020-01-30,Perak,all,22
2020-01-31,Perak,all,23
2020-02-01,Perak,all,94
2020-02-02,Perak,all,112
2020-02-03,Perak,all,66
2020-02-04,Perak,all,80
2020-02-05,Perak,all,121
2020-02-06,Perak,all,131
2020-02-07,Perak,all,47
2020-02-08,Perak,all,244
2020-02-09,Perak,all,184
2020-02-10,Perak,all,47
2020-02-11,Perak,all,88
2020-02-12,Perak,all,215
2020-02-13,Perak,all,184
2020-02-14,Perak,all,54
2020-02-15,Perak,all,75
2020-02-16,Perak,all,209
2020-02-17,Perak,all,145
2020-02-18,Perak,all,72
2020-02-19,Perak,all,113
2020-02-20,Perak,all,216
2020-02-21,Perak,all,51
2020-02-22,Perak,all,119
2020-02-23,Perak,all,254
2020-02-24,Perak,all,103
2020-02-25,Perak,all,75
2020-02-26,Perak,all,182
2020-02-27,Perak,all,56
2020-02-28,Perak,all,33
2020-02-29,Perak,all,104
2020-03-01,Perak,all,135
2020-03-02,Perak,all,95
2020-03-03,Perak,all,182
2020-03-04,Perak,all,213
2020-03-05,Perak,all,97
2020-03-06,Perak,all,60
2020-03-07,Perak,all,92
2020-03-08,Perak,all,170
2020-03-09,Perak,all,50
2020-03-10,Perak,all,141
2020-03-11,Perak,all,41
2020-03-12,Perak,all,225
2020-03-13,Perak,all,62
2020-03-14,Perak,all,134
2020-03-15,Perak,all,94
2020-03-16,Perak,all,58
2020-03-17,Perak,all,55
2020-03-18,Perak,all,39
2020-03-19,Perak,all,24
2020-03-20,Perak,all,145
2020-03-21,Perak,all,38
2020-03-22,Perak,all,28
2020-03-23,Perak,all,65
2020-03-24,Perak,all,81
2020-03-25,Perak,all,86
2020-03-26,Perak,all,105
2020-03-27,Perak,all,75
2020-03-28,Perak,all,65
2020-03-29,Perak,all,58
2020-03-30,Perak,all,78
2020-03-31,Perak,all,89
2020-04-01,Perak,all,82
2020-04-02,Perak,all,61
2020-04-03,Perak,all,64
2020-04-04,Perak,all,40
2020-04-05,Perak,all,45
2020-04-06,Perak,all,59
2020-04-07,Perak,all,78
2020-04-08,Perak,all,52
2020-04-09,Perak,all,45
2020-04-10,Perak,all,116
2020-04-11,Perak,all,38
2020-04-12,Perak,all,32
2020-04-13,Perak,all,87
2020-04-14,Perak,all,75
2020-04-15,Perak,all,112
2020-04-16,Perak,all,140
2020-04-17,Perak,all,119
2020-04-18,Perak,all,58
2020-04-19,Perak,all,36
2020-04-20,Perak,all,86
2020-04-21,Perak,all,198
2020-04-22,Perak,all,175
2020-04-23,Perak,all,103
2020-04-24,Perak,all,30
2020-04-25,Perak,all,48
2020-04-26,Perak,all,96
2020-04-27,Perak,all,60
2020-04-28,Perak,all,101
2020-04-29,Perak,all,77
2020-04-30,Perak,all,98
2020-05-01,Perak,all,98
2020-05-02,Perak,all,62
2020-05-03,Perak,all,183
2020-05-04,Perak,all,71
2020-05-05,Perak,all,62
2020-05-06,Perak,all,70
2020-05-07,Perak,all,68
2020-05-08,Perak,all,69
2020-05-09,Perak,all,48
2020-05-10,Perak,all,165
2020-05-11,Perak,all,40
2020-05-12,Perak,all,85
2020-05-13,Perak,all,167
2020-05-14,Perak,all,141
2020-05-15,Perak,all,68
2020-05-16,Perak,all,74
2020-05-17,Perak,all,187
2020-05-18,Perak,all,47
2020-05-19,Perak,all,111
2020-05-20,Perak,all,242
2020-05-21,Perak,all,157
2020-05-22,Perak,all,99
2020-05-23,Perak,all,0
2020-05-24,Perak,all,0
2020-05-25,Perak,all,101
2020-05-26,Perak,all,139
2020-05-27,Perak,all,134
2020-05-28,Perak,all,83
2020-05-29,Perak,all,132
2020-05-30,Perak,all,187
2020-05-31,Perak,all,172
2020-06-01,Perak,all,139
2020-06-02,Perak,all,127
2020-06-03,Perak,all,226
2020-06-04,Perak,all,101
2020-06-05,Perak,all,138
2020-06-06,Perak,all,363
2020-06-07,Perak,all,295
2020-06-08,Perak,all,152
2020-06-09,Perak,all,121
2020-06-10,Perak,all,103
2020-06-11,Perak,all,96
2020-06-12,Perak,all,61
2020-06-13,Perak,all,128
2020-06-14,Perak,all,246
2020-06-15,Perak,all,66
2020-06-16,Perak,all,75
2020-06-17,Perak,all,133
2020-06-18,Perak,all,112
2020-06-19,Perak,all,74
2020-06-20,Perak,all,70
2020-06-21,Perak,all,216
2020-06-22,Perak,all,61
2020-06-23,Perak,all,50
2020-06-24,Perak,all,98
2020-06-25,Perak,all,97
2020-06-26,Perak,all,30
2020-06-27,Perak,all,131
2020-06-28,Perak,all,248
2020-06-29,Perak,all,77
2020-06-30,Perak,all,55
2020-07-01,Perak,all,55
2020-07-02,Perak,all,71
2020-07-03,Perak,all,63
2020-07-04,Perak,all,132
2020-07-05,Perak,all,168
2020-07-06,Perak,all,59
2020-07-07,Perak,all,53
2020-07-08,Perak,all,75
2020-07-09,Perak,all,60
2020-07-10,Perak,all,90
2020-07-11,Perak,all,141
2020-07-12,Perak,all,133
2020-07-13,Perak,all,79
2020-07-14,Perak,all,85
2020-07-15,Perak,all,118
2020-07-16,Perak,all,94
2020-07-17,Perak,all,49
2020-07-18,Perak,all,115
2020-07-19,Perak,all,192
2020-07-20,Perak,all,49
2020-07-21,Perak,all,70
2020-07-22,Perak,all,65
2020-07-23,Perak,all,68
2020-07-24,Perak,all,149
2020-07-25,Perak,all,67
2020-07-26,Perak,all,183
2020-07-27,Perak,all,62
2020-07-28,Perak,all,118
2020-07-29,Perak,all,192
2020-07-30,Perak,all,55
2020-07-31,Perak,all,0
2020-08-01,Perak,all,63
2020-08-02,Perak,all,145
2020-08-03,Perak,all,68
2020-08-04,Perak,all,86
2020-08-05,Perak,all,126
2020-08-06,Perak,all,65
2020-08-07,Perak,all,83
2020-08-08,Perak,all,157
2020-08-09,Perak,all,196
2020-08-10,Perak,all,76
2020-08-11,Perak,all,130
2020-08-12,Perak,all,108
2020-08-13,Perak,all,154
2020-08-14,Perak,all,86
2020-08-15,Perak,all,140
2020-08-16,Perak,all,293
2020-08-17,Perak,all,36
2020-08-18,Perak,all,88
2020-08-19,Perak,all,149
2020-08-20,Perak,all,210
2020-08-21,Perak,all,62
2020-08-22,Perak,all,96
2020-08-23,Perak,all,189
2020-08-24,Perak,all,44
2020-08-25,Perak,all,115
2020-08-26,Perak,all,132
2020-08-27,Perak,all,120
2020-08-28,Perak,all,74
2020-08-29,Perak,all,121
2020-08-30,Perak,all,79
2020-08-31,Perak,all,388
2020-09-01,Perak,all,53
2020-09-02,Perak,all,53
2020-09-03,Perak,all,44
2020-09-04,Perak,all,57
2020-09-05,Perak,all,79
2020-09-06,Perak,all,251
2020-09-07,Perak,all,80
2020-09-08,Perak,all,112
2020-09-09,Perak,all,80
2020-09-10,Perak,all,94
2020-09-11,Perak,all,83
2020-09-12,Perak,all,122
2020-09-13,Perak,all,170
2020-09-14,Perak,all,110
2020-09-15,Perak,all,64
2020-09-16,Perak,all,337
2020-09-17,Perak,all,75
2020-09-18,Perak,all,29
2020-09-19,Perak,all,217
2020-09-20,Perak,all,222
2020-09-21,Perak,all,49
2020-09-22,Perak,all,119
2020-09-23,Perak,all,51
2020-09-24,Perak,all,54
2020-09-25,Perak,all,58
2020-09-26,Perak,all,149
2020-09-27,Perak,all,309
2020-09-28,Perak,all,38
2020-09-29,Perak,all,81
2020-09-30,Perak,all,133
2020-10-01,Perak,all,58
2020-10-02,Perak,all,152
2020-10-03,Perak,all,158
2020-10-04,Perak,all,203
2020-10-05,Perak,all,50
2020-10-06,Perak,all,36
2020-10-07,Perak,all,111
2020-10-08,Perak,all,50
2020-10-09,Perak,all,77
2020-10-10,Perak,all,125
2020-10-11,Perak,all,61
2020-10-12,Perak,all,48
2020-10-13,Perak,all,51
2020-10-14,Perak,all,132
2020-10-15,Perak,all,180
2020-10-16,Perak,all,195
2020-10-17,Perak,all,199
2020-10-18,Perak,all,236
2020-10-19,Perak,all,75
2020-10-20,Perak,all,83
2020-10-21,Perak,all,135
2020-10-22,Perak,all,37
2020-10-23,Perak,all,69
2020-10-24,Perak,all,223
2020-10-25,Perak,all,329
2020-10-26,Perak,all,58
2020-10-27,Perak,all,61
2020-10-28,Perak,all,130
2020-10-29,Perak,all,181
2020-10-30,Perak,all,89
2020-10-31,Perak,all,139
2020-11-01,Perak,all,198
2020-11-02,Perak,all,87
2020-11-03,Perak,all,51
2020-11-04,Perak,all,104
2020-11-05,Perak,all,90
2020-11-06,Perak,all,121
2020-11-07,Perak,all,102
2020-11-08,Perak,all,110
2020-11-09,Perak,all,30
2020-11-10,Perak,all,66
2020-11-11,Perak,all,78
2020-11-12,Perak,all,79
2020-11-13,Perak,all,102
2020-11-14,Perak,all,270
2020-11-15,Perak,all,335
2020-11-16,Perak,all,52
2020-11-17,Perak,all,188
2020-11-18,Perak,all,40
2020-11-19,Perak,all,60
2020-11-20,Perak,all,113
2020-11-21,Perak,all,134
2020-11-22,Perak,all,153
2020-11-23,Perak,all,39
2020-11-24,Perak,all,62
2020-11-25,Perak,all,80
2020-11-26,Perak,all,55
2020-11-27,Perak,all,66
2020-11-28,Perak,all,83
2020-11-29,Perak,all,243
2020-11-30,Perak,all,64
2020-12-01,Perak,all,77
2020-12-02,Perak,all,106
2020-12-03,Perak,all,86
2020-12-04,Perak,all,89
2020-12-05,Perak,all,169
2020-12-06,Perak,all,229
2020-12-07,Perak,all,41
2020-12-08,Perak,all,40
2020-12-09,Perak,all,132
2020-12-10,Perak,all,93
2020-12-11,Perak,all,80
2020-12-12,Perak,all,139
2020-12-13,Perak,all,223
2020-12-14,Perak,all,75
2020-12-15,Perak,all,99
2020-12-16,Perak,all,110
2020-12-17,Perak,all,171
2020-12-18,Perak,all,98
2020-12-19,Perak,all,125
2020-12-20,Perak,all,265
2020-12-21,Perak,all,97
2020-12-22,Perak,all,72
2020-12-23,Perak,all,128
2020-12-24,Perak,all,94
2020-12-25,Perak,all,144
2020-12-26,Perak,all,80
2020-12-27,Perak,all,214
2020-12-28,Perak,all,51
2020-12-29,Perak,all,59
2020-12-30,Perak,all,141
2020-12-31,Perak,all,96
2021-01-01,Perak,all,135
2021-01-02,Perak,all,53
2021-01-03,Perak,all,155
2021-01-04,Perak,all,29
2021-01-05,Perak,all,51
2021-01-06,Perak,all,75
2021-01-07,Perak,all,58
