date,state,blood_type,donations
2018-01-01,Johor,all,78
2018-01-02,Johor,all,77
2018-01-03,Johor,all,71
2018-01-04,Johor,all,68
2018-01-05,Johor,all,0
2018-01-06,Johor,all,101
2018-01-07,Johor,all,187
2018-01-08,Johor,all,71
2018-01-09,Johor,all,87
2018-01-10,Johor,all,198
2018-01-11,Johor,all,171
2018-01-12,Johor,all,0
2018-01-13,Johor,all,128
2018-01-14,Johor,all,214
2018-01-15,Johor,all,44
2018-01-16,Johor,all,163
2018-01-17,Johor,all,57
2018-01-18,Johor,all,76
2018-01-19,Johor,all,0
2018-01-20,Johor,all,87
2018-01-21,Johor,all,151
2018-01-22,Johor,all,49
2018-01-23,Johor,all,167
2018-01-24,Johor,all,117
2018-01-25,Johor,all,126
2018-01-26,Johor,all,0
2018-01-27,Johor,all,126
2018-01-28,Johor,all,358
2018-01-29,Johor,all,57
2018-01-30,Johor,all,58
2018-01-31,Johor,all,315
2018-02-01,Johor,all,38
2018-02-02,Johor,all,0
2018-02-03,Johor,all,191
2018-02-04,Johor,all,150
2018-02-05,Johor,all,107
2018-02-06,Johor,all,130
2018-02-07,Johor,all,158
2018-02-08,Johor,all,131
2018-02-09,Johor,all,0
2018-02-10,Johor,all,21
2018-02-11,Johor,all,147
2018-02-12,Johor,all,150
2018-02-13,Johor,all,70
2018-02-14,Johor,all,117
2018-02-15,Johor,all,79
2018-02-16,Johor,all,0
2018-02-17,Johor,all,18
2018-02-18,Johor,all,148
2018-02-19,Johor,all,89
2018-02-20,Johor,all,73
2018-02-21,Johor,all,142
2018-02-22,Johor,all,40
2018-02-23,Johor,all,39
2018-02-24,Johor,all,161
2018-02-25,Johor,all,169
2018-02-26,Johor,all,85
2018-02-27,Johor,all,56
2018-02-28,Johor,all,63
2018-03-01,Johor,all,109
2018-03-02,Johor,all,42
2018-03-03,Johor,all,271
2018-03-04,Johor,all,180
2018-03-05,Johor,all,12
2018-03-06,Johor,all,95
2018-03-07,Johor,all,12
2018-03-08,Johor,all,78
2018-03-09,Johor,all,0
2018-03-10,Johor,all,288
2018-03-11,Johor,all,326
2018-03-12,Johor,all,68
2018-03-13,Johor,all,97
2018-03-14,Johor,all,86
2018-03-15,Johor,all,134
2018-03-16,Johor,all,0
2018-03-17,Johor,all,38
2018-03-18,Johor,all,298
2018-03-19,Johor,all,44
2018-03-20,Johor,all,73
2018-03-21,Johor,all,81
2018-03-22,Johor,all,58
2018-03-23,Johor,all,0
2018-03-24,Johor,all,0
2018-03-25,Johor,all,293
2018-03-26,Johor,all,11
2018-03-27,Johor,all,169
2018-03-28,Johor,all,202
2018-03-29,Johor,all,63
2018-03-30,Johor,all,0
2018-03-31,Johor,all,85
2018-04-01,Johor,all,228
2018-04-02,Johor,all,98
2018-04-03,Johor,all,64
2018-04-04,Johor,all,95
2018-04-05,Johor,all,18
2018-04-06,Johor,all,0
2018-04-07,Johor,all,102
2018-04-08,Johor,all,186
2018-04-09,Johor,all,105
2018-04-10,Johor,all,56
2018-04-11,Johor,all,163
2018-04-12,Johor,all,80
2018-04-13,Johor,all,0
2018-04-14,Johor,all,73
2018-04-15,Johor,all,536
2018-04-16,Johor,all,28
2018-04-17,Johor,all,63
2018-04-18,Johor,all,64
2018-04-19,Johor,all,70
2018-04-20,Johor,all,0
2018-04-21,Johor,all,153
2018-04-22,Johor,all,181
2018-04-23,Johor,all,56
2018-04-24,Johor,all,125
2018-04-25,Johor,all,56
2018-04-26,Johor,all,132
2018-04-27,Johor,all,44
2018-04-28,Johor,all,29
2018-04-29,Johor,all,247
2018-04-30,Johor,all,57
2018-05-01,Johor,all,270
2018-05-02,Johor,all,89
2018-05-03,Johor,all,174
2018-05-04,Johor,all,0
2018-05-05,Johor,all,219
2018-05-06,Johor,all,381
2018-05-07,Johor,all,107
2018-05-08,Johor,all,94
2018-05-09,Johor,all,0
2018-05-10,Johor,all,3
2018-05-11,Johor,all,0
2018-05-12,Johor,all,189
2018-05-13,Johor,all,257
2018-05-14,Johor,all,80
2018-05-15,Johor,all,66
2018-05-16,Johor,all,41
2018-05-17,Johor,all,0
2018-05-18,Johor,all,0
2018-05-19,Johor,all,23
2018-05-20,Johor,all,185
2018-05-21,Johor,all,20
2018-05-22,Johor,all,41
2018-05-23,Johor,all,65
2018-05-24,Johor,all,200
2018-05-25,Johor,all,32
2018-05-26,Johor,all,134
2018-05-27,Johor,all,177
2018-05-28,Johor,all,14
2018-05-29,Johor,all,139
2018-05-30,Johor,all,10
2018-05-31,Johor,all,103
2018-06-01,Johor,all,0
2018-06-02,Johor,all,35
2018-06-03,Johor,all,309
2018-06-04,Johor,all,168
2018-06-05,Johor,all,76
2018-06-06,Johor,all,67
2018-06-07,Johor,all,63
2018-06-08,Johor,all,33
2018-06-09,Johor,all,92
2018-06-10,Johor,all,246
2018-06-11,Johor,all,61
2018-06-12,Johor,all,47
2018-06-13,Johor,all,73
2018-06-14,Johor,all,50
2018-06-15,Johor,all,0
2018-06-16,Johor,all,0
2018-06-17,Johor,all,95
2018-06-18,Johor,all,41
2018-06-19,Johor,all,90
2018-06-20,Johor,all,57
2018-06-21,Johor,all,99
2018-06-22,Johor,all,0
2018-06-23,Johor,all,59
2018-06-24,Johor,all,275
2018-06-25,Johor,all,56
2018-06-26,Johor,all,146
2018-06-27,Johor,all,59
2018-06-28,Johor,all,47
2018-06-29,Johor,all,0
2018-06-30,Johor,all,0
2018-07-01,Johor,all,436
2018-07-02,Johor,all,16
2018-07-03,Johor,all,53
2018-07-04,Johor,all,116
2018-07-05,Johor,all,94
2018-07-06,Johor,all,14
2018-07-07,Johor,all,117
2018-07-08,Johor,all,326
2018-07-09,Johor,all,197
2018-07-10,Johor,all,43
2018-07-11,Johor,all,79
2018-07-12,Johor,all,53
2018-07-13,Johor,all,0
2018-07-14,Johor,all,85
2018-07-15,Johor,all,238
2018-07-16,Johor,all,53
2018-07-17,Johor,all,88
2018-07-18,Johor,all,113
2018-07-19,Johor,all,99
2018-07-20,Johor,all,0
2018-07-21,Johor,all,169
2018-07-22,Johor,all,261
2018-07-23,Johor,all,69
2018-07-24,Johor,all,96
2018-07-25,Johor,all,117
2018-07-26,Johor,all,72
2018-07-27,Johor,all,0
2018-07-28,Johor,all,79
2018-07-29,Johor,all,357
2018-07-30,Johor,all,53
2018-07-31,Johor,all,273
2018-08-01,Johor,all,51
2018-08-02,Johor,all,18
2018-08-03,Johor,all,2
2018-08-04,Johor,all,157
2018-08-05,Johor,all,364
2018-08-06,Johor,all,54
2018-08-07,Johor,all,145
2018-08-08,Johor,all,140
2018-08-09,Johor,all,21
2018-08-10,Johor,all,0
2018-08-11,Johor,all,79
2018-08-12,Johor,all,267
2018-08-13,Johor,all,74
2018-08-14,Johor,all,128
2018-08-15,Johor,all,62
2018-08-16,Johor,all,41
2018-08-17,Johor,all,265
2018-08-18,Johor,all,357
2018-08-19,Johor,all,186
2018-08-20,Johor,all,16
2018-08-21,Johor,all,48
2018-08-22,Johor,all,0
2018-08-23,Johor,all,49
2018-08-24,Johor,all,0
2018-08-25,Johor,all,196
2018-08-26,Johor,all,296
2018-08-27,Johor,all,76
2018-08-28,Johor,all,40
2018-08-29,Johor,all,138
2018-08-30,Johor,all,83
2018-08-31,Johor,all,123
2018-09-01,Johor,all,0
2018-09-02,Johor,all,192
2018-09-03,Johor,all,39
2018-09-04,Johor,all,99
2018-09-05,Johor,all,83
2018-09-06,Johor,all,57
2018-09-07,Johor,all,26
2018-09-08,Johor,all,80
2018-09-09,Johor,all,116
2018-09-10,Johor,all,85
2018-09-11,Johor,all,0
2018-09-12,Johor,all,75
2018-09-13,Johor,all,61
2018-09-14,Johor,all,0
2018-09-15,Johor,all,203
2018-09-16,Johor,all,183
2018-09-17,Johor,all,102
2018-09-18,Johor,all,70
2018-09-19,Johor,all,88
2018-09-20,Johor,all,66
2018-09-21,Johor,all,0
2018-09-22,Johor,all,79
2018-09-23,Johor,all,229
2018-09-24,Johor,all,123
2018-09-25,Johor,all,56
2018-09-26,Johor,all,246
2018-09-27,Johor,all,22
2018-09-28,Johor,all,19
2018-09-29,Johor,all,72
2018-09-30,Johor,all,279
2018-10-01,Johor,all,78
2018-10-02,Johor,all,60
2018-10-03,Johor,all,174
2018-10-04,Johor,all,37
2018-10-05,Johor,all,0
2018-10-06,Johor,all,158
2018-10-07,Johor,all,324
2018-10-08,Johor,all,91
2018-10-09,Johor,all,80
2018-10-10,Johor,all,154
2018-10-11,Johor,all,49
2018-10-12,Johor,all,0
2018-10-13,Johor,all,153
2018-10-14,Johor,all,449
2018-10-15,Johor,all,0
2018-10-16,Johor,all,90
2018-10-17,Johor,all,143
2018-10-18,Johor,all,102
2018-10-19,Johor,all,0
2018-10-20,Johor,all,134
2018-10-21,Johor,all,255
2018-10-22,Johor,all,94
2018-10-23,Johor,all,90
2018-10-24,Johor,all,84
2018-10-25,Johor,all,53
2018-10-26,Johor,all,0
2018-10-27,Johor,all,87
2018-10-28,Johor,all,282
2018-10-29,Johor,all,60
2018-10-30,Johor,all,78
2018-10-31,Johor,all,22
2018-11-01,Johor,all,56
2018-11-02,Johor,all,0
2018-11-03,Johor,all,139
2018-11-04,Johor,all,188
2018-11-05,Johor,all,54
2018-11-06,Johor,all,0
2018-11-07,Johor,all,178
2018-11-08,Johor,all,64
2018-11-09,Johor,all,18
2018-11-10,Johor,all,197
2018-11-11,Johor,all,296
2018-11-12,Johor,all,42
2018-11-13,Johor,all,164
2018-11-14,Johor,all,179
2018-11-15,Johor,all,66
2018-11-16,Johor,all,0
2018-11-17,Johor,all,283
2018-11-18,Johor,all,331
2018-11-19,Johor,all,49
2018-11-20,Johor,all,0
2018-11-21,Johor,all,125
2018-11-22,Johor,all,10
2018-11-23,Johor,all,0
2018-11-24,Johor,all,33
2018-11-25,Johor,all,92
2018-11-26,Johor,all,22
2018-11-27,Johor,all,18
2018-11-28,Johor,all,72
2018-11-29,Johor,all,38
2018-11-30,Johor,all,0
2018-12-01,Johor,all,83
2018-12-02,Johor,all,262
2018-12-03,Johor,all,42
2018-12-04,Johor,all,64
2018-12-05,Johor,all,98
2018-12-06,Johor,all,121
2018-12-07,Johor,all,10
2018-12-08,Johor,all,170
2018-12-09,Johor,all,334
2018-12-10,Johor,all,41
2018-12-11,Johor,all,72
2018-12-12,Johor,all,30
2018-12-13,Johor,all,84
2018-12-14,Johor,all,27
2018-12-15,Johor,all,120
2018-12-16,Johor,all,236
2018-12-17,Johor,all,44
2018-12-18,Johor,all,78
2018-12-19,Johor,all,72
2018-12-20,Johor,all,86
2018-12-21,Johor,all,0
2018-12-22,Johor,all,97
2018-12-23,Johor,all,185
2018-12-24,Johor,all,45
2018-12-25,Johor,all,0
2018-12-26,Johor,all,76
2018-12-27,Johor,all,37
2018-12-28,Johor,all,0
2018-12-29,Johor,all,149
2018-12-30,Johor,all,173
2018-12-31,Johor,all,8
2019-01-01,Johor,all,68
2019-01-02,Johor,all,68
2019-01-03,Johor,all,181
2019-01-04,Johor,all,0
2019-01-05,Johor,all,122
2019-01-06,Johor,all,224
2019-01-07,Johor,all,71
2019-01-08,Johor,all,45
2019-01-09,Johor,all,114
2019-01-10,Johor,all,90
2019-01-11,Johor,all,37
2019-01-12,Johor,all,0
2019-01-13,Johor,all,354
2019-01-14,Johor,all,137
2019-01-15,Johor,all,79
2019-01-16,Johor,all,123
2019-01-17,Johor,all,183
2019-01-18,Johor,all,0
2019-01-19,Johor,all,194
2019-01-20,Johor,all,407
2019-01-21,Johor,all,138
2019-01-22,Johor,all,125
2019-01-23,Johor,all,106
2019-01-24,Johor,all,265
2019-01-25,Johor,all,0
2019-01-26,Johor,all,248
2019-01-27,Johor,all,236
2019-01-28,Johor,all,103
2019-01-29,Johor,all,107
2019-01-30,Johor,all,178
2019-01-31,Johor,all,68
2019-02-01,Johor,all,0
2019-02-02,Johor,all,117
2019-02-03,Johor,all,221
2019-02-04,Johor,all,52
2019-02-05,Johor,all,0
2019-02-06,Johor,all,54
2019-02-07,Johor,all,114
2019-02-08,Johor,all,0
2019-02-09,Johor,all,163
2019-02-10,Johor,all,199
2019-02-11,Johor,all,108
2019-02-12,Johor,all,115
2019-02-13,Johor,all,115
2019-02-14,Johor,all,78
2019-02-15,Johor,all,104
2019-02-16,Johor,all,100
2019-02-17,Johor,all,202
2019-02-18,Johor,all,80
2019-02-19,Johor,all,112
2019-02-20,Johor,all,70
2019-02-21,Johor,all,56
2019-02-22,Johor,all,0
2019-02-23,Johor,all,178
2019-02-24,Johor,all,564
2019-02-25,Johor,all,63
2019-02-26,Johor,all,107
2019-02-27,Johor,all,143
2019-02-28,Johor,all,56
2019-03-01,Johor,all,71
2019-03-02,Johor,all,77
2019-03-03,Johor,all,267
2019-03-04,Johor,all,168
2019-03-05,Johor,all,95
2019-03-06,Johor,all,59
2019-03-07,Johor,all,53
2019-03-08,Johor,all,0
2019-03-09,Johor,all,353
2019-03-10,Johor,all,198
2019-03-11,Johor,all,77
2019-03-12,Johor,all,154
2019-03-13,Johor,all,200
2019-03-14,Johor,all,87
2019-03-15,Johor,all,0
2019-03-16,Johor,all,128
2019-03-17,Johor,all,388
2019-03-18,Johor,all,50
2019-03-19,Johor,all,33
2019-03-20,Johor,all,101
2019-03-21,Johor,all,80
2019-03-22,Johor,all,0
2019-03-23,Johor,all,221
2019-03-24,Johor,all,197
2019-03-25,Johor,all,79
2019-03-26,Johor,all,131
2019-03-27,Johor,all,74
2019-03-28,Johor,all,62
2019-03-29,Johor,all,0
2019-03-30,Johor,all,229
2019-03-31,Johor,all,286
2019-04-01,Johor,all,47
2019-04-02,Johor,all,25
2019-04-03,Johor,all,46
2019-04-04,Johor,all,68
2019-04-05,Johor,all,0
2019-04-06,Johor,all,109
2019-04-07,Johor,all,232
2019-04-08,Johor,all,29
2019-04-09,Johor,all,172
2019-04-10,Johor,all,148
2019-04-11,Johor,all,89
2019-04-12,Johor,all,0
2019-04-13,Johor,all,84
2019-04-14,Johor,all,336
2019-04-15,Johor,all,60
2019-04-16,Johor,all,111
2019-04-17,Johor,all,234
2019-04-18,Johor,all,156
2019-04-19,Johor,all,0
2019-04-20,Johor,all,106
2019-04-21,Johor,all,306
2019-04-22,Johor,all,31
2019-04-23,Johor,all,84
2019-04-24,Johor,all,136
2019-04-25,Johor,all,114
2019-04-26,Johor,all,0
2019-04-27,Johor,all,57
2019-04-28,Johor,all,231
2019-04-29,Johor,all,127
2019-04-30,Johor,all,89
2019-05-01,Johor,all,273
2019-05-02,Johor,all,89
2019-05-03,Johor,all,0
2019-05-04,Johor,all,171
2019-05-05,Johor,all,309
2019-05-06,Johor,all,0
2019-05-07,Johor,all,10
2019-05-08,Johor,all,29
2019-05-09,Johor,all,24
2019-05-10,Johor,all,0
2019-05-11,Johor,all,140
2019-05-12,Johor,all,208
2019-05-13,Johor,all,33
2019-05-14,Johor,all,9
2019-05-15,Johor,all,41
2019-05-16,Johor,all,85
2019-05-17,Johor,all,0
2019-05-18,Johor,all,116
2019-05-19,Johor,all,408
2019-05-20,Johor,all,59
2019-05-21,Johor,all,31
2019-05-22,Johor,all,86
2019-05-23,Johor,all,203
2019-05-24,Johor,all,0
2019-05-25,Johor,all,32
2019-05-26,Johor,all,408
2019-05-27,Johor,all,23
2019-05-28,Johor,all,170
2019-05-29,Johor,all,48
2019-05-30,Johor,all,73
2019-05-31,Johor,all,0
2019-06-01,Johor,all,32
2019-06-02,Johor,all,169
2019-06-03,Johor,all,33
2019-06-04,Johor,all,48
2019-06-05,Johor,all,0
2019-06-06,Johor,all,0
2019-06-07,Johor,all,8
2019-06-08,Johor,all,54
2019-06-09,Johor,all,87
2019-06-10,Johor,all,59
2019-06-11,Johor,all,89
2019-06-12,Johor,all,72
2019-06-13,Johor,all,42
2019-06-14,Johor,all,0
2019-06-15,Johor,all,84
2019-06-16,Johor,all,521
2019-06-17,Johor,all,90
2019-06-18,Johor,all,69
2019-06-19,Johor,all,56
2019-06-20,Johor,all,71
2019-06-21,Johor,all,0
2019-06-22,Johor,all,76
2019-06-23,Johor,all,227
2019-06-24,Johor,all,105
2019-06-25,Johor,all,74
2019-06-26,Johor,all,24
2019-06-27,Johor,all,53
2019-06-28,Johor,all,54
2019-06-29,Johor,all,156
2019-06-30,Johor,all,338
2019-07-01,Johor,all,86
2019-07-02,Johor,all,91
2019-07-03,Johor,all,149
2019-07-04,Johor,all,56
2019-07-05,Johor,all,39
2019-07-06,Johor,all,104
2019-07-07,Johor,all,421
2019-07-08,Johor,all,83
2019-07-09,Johor,all,137
2019-07-10,Johor,all,156
2019-07-11,Johor,all,78
2019-07-12,Johor,all,0
2019-07-13,Johor,all,109
2019-07-14,Johor,all,201
2019-07-15,Johor,all,155
2019-07-16,Johor,all,133
2019-07-17,Johor,all,126
2019-07-18,Johor,all,72
2019-07-19,Johor,all,0
2019-07-20,Johor,all,87
2019-07-21,Johor,all,362
2019-07-22,Johor,all,152
2019-07-23,Johor,all,59
2019-07-24,Johor,all,150
2019-07-25,Johor,all,133
2019-07-26,Johor,all,45
2019-07-27,Johor,all,114
2019-07-28,Johor,all,212
2019-07-29,Johor,all,104
2019-07-30,Johor,all,226
2019-07-31,Johor,all,73
2019-08-01,Johor,all,137
2019-08-02,Johor,all,0
2019-08-03,Johor,all,130
2019-08-04,Johor,all,328
2019-08-05,Johor,all,43
2019-08-06,Johor,all,175
2019-08-07,Johor,all,122
2019-08-08,Johor,all,67
2019-08-09,Johor,all,37
2019-08-10,Johor,all,0
2019-08-11,Johor,all,0
2019-08-12,Johor,all,79
2019-08-13,Johor,all,68
2019-08-14,Johor,all,69
2019-08-15,Johor,all,58
2019-08-16,Johor,all,0
2019-08-17,Johor,all,106
2019-08-18,Johor,all,278
2019-08-19,Johor,all,79
2019-08-20,Johor,all,66
2019-08-21,Johor,all,163
2019-08-22,Johor,all,160
2019-08-23,Johor,all,136
2019-08-24,Johor,all,434
2019-08-25,Johor,all,408
2019-08-26,Johor,all,72
2019-08-27,Johor,all,124
2019-08-28,Johor,all,71
2019-08-29,Johor,all,36
2019-08-30,Johor,all,0
2019-08-31,Johor,all,255
2019-09-01,Johor,all,391
2019-09-02,Johor,all,63
2019-09-03,Johor,all,185
2019-09-04,Johor,all,59
2019-09-05,Johor,all,53
2019-09-06,Johor,all,0
2019-09-07,Johor,all,69
2019-09-08,Johor,all,287
2019-09-09,Johor,all,0
2019-09-10,Johor,all,232
2019-09-11,Johor,all,206
2019-09-12,Johor,all,78
2019-09-13,Johor,all,0
2019-09-14,Johor,all,75
2019-09-15,Johor,all,405
2019-09-16,Johor,all,79
2019-09-17,Johor,all,119
2019-09-18,Johor,all,173
2019-09-19,Johor,all,65
2019-09-20,Johor,all,0
2019-09-21,Johor,all,75
2019-09-22,Johor,all,242
2019-09-23,Johor,all,140
2019-09-24,Johor,all,107
2019-09-25,Johor,all,85
2019-09-26,Johor,all,133
2019-09-27,Johor,all,0
2019-09-28,Johor,all,217
2019-09-29,Johor,all,235
2019-09-30,Johor,all,114
2019-10-01,Johor,all,67
2019-10-02,Johor,all,135
2019-10-03,Johor,all,67
2019-10-04,Johor,all,0
2019-10-05,Johor,all,143
2019-10-06,Johor,all,288
2019-10-07,Johor,all,123
2019-10-08,Johor,all,88
2019-10-09,Johor,all,75
2019-10-10,Johor,all,123
2019-10-11,Johor,all,0
2019-10-12,Johor,all,73
2019-10-13,Johor,all,246
2019-10-14,Johor,all,72
2019-10-15,Johor,all,145
2019-10-16,Johor,all,161
2019-10-17,Johor,all,53
2019-10-18,Johor,all,0
2019-10-19,Johor,all,84
2019-10-20,Johor,all,217
2019-10-21,Johor,all,72
2019-10-22,Johor,all,82
2019-10-23,Johor,all,130
2019-10-24,Johor,all,142
2019-10-25,Johor,all,0
2019-10-26,Johor,all,107
2019-10-27,Johor,all,220
2019-10-28,Johor,all,102
2019-10-29,Johor,all,100
2019-10-30,Johor,all,74
2019-10-31,Johor,all,63
2019-11-01,Johor,all,32
2019-11-02,Johor,all,71
2019-11-03,Johor,all,240
2019-11-04,Johor,all,178
2019-11-05,Johor,all,67
2019-11-06,Johor,all,112
2019-11-07,Johor,all,51
2019-11-08,Johor,all,0
2019-11-09,Johor,all,137
2019-11-10,Johor,all,276
2019-11-11,Johor,all,87
2019-11-12,Johor,all,69
2019-11-13,Johor,all,77
2019-11-14,Johor,all,45
2019-11-15,Johor,all,68
2019-11-16,Johor,all,93
2019-11-17,Johor,all,199
2019-11-18,Johor,all,74
2019-11-19,Johor,all,117
2019-11-20,Johor,all,127
2019-11-21,Johor,all,124
2019-11-22,Johor,all,0
2019-11-23,Johor,all,182
2019-11-24,Johor,all,201
2019-11-25,Johor,all,51
2019-11-26,Johor,all,73
2019-11-27,Johor,all,63
2019-11-28,Johor,all,129
2019-11-29,Johor,all,45
2019-11-30,Johor,all,146
2019-12-01,Johor,all,297
2019-12-02,Johor,all,67
2019-12-03,Johor,all,73
2019-12-04,Johor,all,57
2019-12-05,Johor,all,6
2019-12-06,Johor,all,0
2019-12-07,Johor,all,92
2019-12-08,Johor,all,241
2019-12-09,Johor,all,67
2019-12-10,Johor,all,75
2019-12-11,Johor,all,108
2019-12-12,Johor,all,91
2019-12-13,Johor,all,0
2019-12-14,Johor,all,137
2019-12-15,Johor,all,368
2019-12-16,Johor,all,103
2019-12-17,Johor,all,96
2019-12-18,Johor,all,102
2019-12-19,Johor,all,83
2019-12-20,Johor,all,0
2019-12-21,Johor,all,97
2019-12-22,Johor,all,238
2019-12-23,Johor,all,63
2019-12-24,Johor,all,48
2019-12-25,Johor,all,85
2019-12-26,Johor,all,69
2019-12-27,Johor,all,0
2019-12-28,Johor,all,77
2019-12-29,Johor,all,288
2019-12-30,Johor,all,66
2019-12-31,Johor,all,124
2020-01-01,Johor,all,91
2020-01-02,Johor,all,97
2020-01-03,Johor,all,0
2020-01-04,Johor,all,137
2020-01-05,Johor,all,194
2020-01-06,Johor,all,67
2020-01-07,Johor,all,112
2020-01-08,Johor,all,236
2020-01-09,Johor,all,110
2020-01-10,Johor,all,0
2020-01-11,Johor,all,106
2020-01-12,Johor,all,356
2020-01-13,Johor,all,131
2020-01-14,Johor,all,62
2020-01-15,Johor,all,246
2020-01-16,Johor,all,71
2020-01-17,Johor,all,0
2020-01-18,Johor,all,172
2020-01-19,Johor,all,195
2020-01-20,Johor,all,150
2020-01-21,Johor,all,169
2020-01-22,Johor,all,117
2020-01-23,Johor,all,105
2020-01-24,Johor,all,0
2020-01-25,Johor,all,84
2020-01-26,Johor,all,95
2020-01-27,Johor,all,68
2020-01-28,Johor,all,109
2020-01-29,Johor,all,92
2020-01-30,Johor,all,113
2020-01-31,Johor,all,0
2020-02-01,Johor,all,83
2020-02-02,Johor,all,190
2020-02-03,Johor,all,90
2020-02-04,Johor,all,122
2020-02-05,Johor,all,139
2020-02-06,Johor,all,133
2020-02-07,Johor,all,0
2020-02-08,Johor,all,242
2020-02-09,Johor,all,305
2020-02-10,Johor,all,150
2020-02-11,Johor,all,46
2020-02-12,Johor,all,76
2020-02-13,Johor,all,112
2020-02-14,Johor,all,0
2020-02-15,Johor,all,131
2020-02-16,Johor,all,266
2020-02-17,Johor,all,28
2020-02-18,Johor,all,146
2020-02-19,Johor,all,74
2020-02-20,Johor,all,45
2020-02-21,Johor,all,39
2020-02-22,Johor,all,135
2020-02-23,Johor,all,233
2020-02-24,Johor,all,64
2020-02-25,Johor,all,120
2020-02-26,Johor,all,198
2020-02-27,Johor,all,57
2020-02-28,Johor,all,0
2020-02-29,Johor,all,274
2020-03-01,Johor,all,302
2020-03-02,Johor,all,63
2020-03-03,Johor,all,56
2020-03-04,Johor,all,108
2020-03-05,Johor,all,121
2020-03-06,Johor,all,0
2020-03-07,Johor,all,207
2020-03-08,Johor,all,373
2020-03-09,Johor,all,55
2020-03-10,Johor,all,104
2020-03-11,Johor,all,131
2020-03-12,Johor,all,94
2020-03-13,Johor,all,0
2020-03-14,Johor,all,73
2020-03-15,Johor,all,332
2020-03-16,Johor,all,66
2020-03-17,Johor,all,79
2020-03-18,Johor,all,56
2020-03-19,Johor,all,90
2020-03-20,Johor,all,16
2020-03-21,Johor,all,146
2020-03-22,Johor,all,75
2020-03-23,Johor,all,111
2020-03-24,Johor,all,149
2020-03-25,Johor,all,148
2020-03-26,Johor,all,97
2020-03-27,Johor,all,6
2020-03-28,Johor,all,105
2020-03-29,Johor,all,88
2020-03-30,Johor,all,55
2020-03-31,Johor,all,60
2020-04-01,Johor,all,49
2020-04-02,Johor,all,49
2020-04-03,Johor,all,2
2020-04-04,Johor,all,53
2020-04-05,Johor,all,65
2020-04-06,Johor,all,57
2020-04-07,Johor,all,43
2020-04-08,Johor,all,60
2020-04-09,Johor,all,45
2020-04-10,Johor,all,8
2020-04-11,Johor,all,42
2020-04-12,Johor,all,92
2020-04-13,Johor,all,65
2020-04-14,Johor,all,85
2020-04-15,Johor,all,167
2020-04-16,Johor,all,83
2020-04-17,Johor,all,25
2020-04-18,Johor,all,67
2020-04-19,Johor,all,134
2020-04-20,Johor,all,181
2020-04-21,Johor,all,241
2020-04-22,Johor,all,275
2020-04-23,Johor,all,98
2020-04-24,Johor,all,0
2020-04-25,Johor,all,17
2020-04-26,Johor,all,54
2020-04-27,Johor,all,117
2020-04-28,Johor,all,159
2020-04-29,Johor,all,132
2020-04-30,Johor,all,145
2020-05-01,Johor,all,22
2020-05-02,Johor,all,109
2020-05-03,Johor,all,227
2020-05-04,Johor,all,64
2020-05-05,Johor,all,57
2020-05-06,Johor,all,76
2020-05-07,Johor,all,235
2020-05-08,Johor,all,0
2020-05-09,Johor,all,149
2020-05-10,Johor,all,195
2020-05-11,Johor,all,61
2020-05-12,Johor,all,25
2020-05-13,Johor,all,37
2020-05-14,Johor,all,51
2020-05-15,Johor,all,0
2020-05-16,Johor,all,217
2020-05-17,Johor,all,374
2020-05-18,Johor,all,103
2020-05-19,Johor,all,108
2020-05-20,Johor,all,152
2020-05-21,Johor,all,172
2020-05-22,Johor,all,0
2020-05-23,Johor,all,43
2020-05-24,Johor,all,0
2020-05-25,Johor,all,0
2020-05-26,Johor,all,93
2020-05-27,Johor,all,67
2020-05-28,Johor,all,120
2020-05-29,Johor,all,71
2020-05-30,Johor,all,225
2020-05-31,Johor,all,189
2020-06-01,Johor,all,120
2020-06-02,Johor,all,111
2020-06-03,Johor,all,124
2020-06-04,Johor,all,116
2020-06-05,Johor,all,0
2020-06-06,Johor,all,206
2020-06-07,Johor,all,267
2020-06-08,Johor,all,72
2020-06-09,Johor,all,92
2020-06-10,Johor,all,120
2020-06-11,Johor,all,84
2020-06-12,Johor,all,0
2020-06-13,Johor,all,205
2020-06-14,Johor,all,573
2020-06-15,Johor,all,77
2020-06-16,Johor,all,82
2020-06-17,Johor,all,152
2020-06-18,Johor,all,75
2020-06-19,Johor,all,0
2020-06-20,Johor,all,181
2020-06-21,Johor,all,285
2020-06-22,Johor,all,98
2020-06-23,Johor,all,79
2020-06-24,Johor,all,98
2020-06-25,Johor,all,93
2020-06-26,Johor,all,0
2020-06-27,Johor,all,175
2020-06-28,Johor,all,322
2020-06-29,Johor,all,96
2020-06-30,Johor,all,99
2020-07-01,Johor,all,199
2020-07-02,Johor,all,63
2020-07-03,Johor,all,0
2020-07-04,Johor,all,81
2020-07-05,Johor,all,245
2020-07-06,Johor,all,59
2020-07-07,Johor,all,73
2020-07-08,Johor,all,64
2020-07-09,Johor,all,87
2020-07-10,Johor,all,0
2020-07-11,Johor,all,119
2020-07-12,Johor,all,325
2020-07-13,Johor,all,156
2020-07-14,Johor,all,109
2020-07-15,Johor,all,90
2020-07-16,Johor,all,109
2020-07-17,Johor,all,0
2020-07-18,Johor,all,176
2020-07-19,Johor,all,241
2020-07-20,Johor,all,182
